Data Point,Voltage
14674,3.809
14675,3.809
14676,3.809
14677,3.809
14678,3.809
14679,3.809
14680,3.809
14681,3.809
14682,3.809
14683,3.809
14684,3.809
14685,3.809
14686,3.809
14687,3.809
14688,3.809
14689,3.809
14690,3.809
14691,3.809
14692,3.809
14693,3.809
14694,3.809
14695,3.809
14696,3.809
14697,3.809
14698,3.809
14699,3.809
14700,3.809
14701,3.809
14702,3.809
14703,3.809
14704,3.809
14705,3.809
14706,3.809
14707,3.809
14708,3.809
14709,3.809
14710,3.809
14711,3.809
14712,3.809
14713,3.809
14714,3.809
14715,3.809
14716,3.809
14717,3.809
14718,3.809
14719,3.809
14720,3.809
14721,3.809
14722,3.809
14723,3.809
14724,3.809
14725,3.809
14726,3.809
14727,3.809
14728,3.809
14729,3.809
14730,3.809
14731,3.809
14732,3.809
14733,3.809
14734,3.809
14735,3.809
14736,3.809
14737,3.809
14738,3.809
14739,3.809
14740,3.809
14741,3.809
14742,3.809
14743,3.809
14744,3.809
14745,3.809
14746,3.809
14747,3.809
14748,3.809
14749,3.809
14750,3.809
14751,3.809
14752,3.809
14753,3.809
14754,3.809
14755,3.809
14756,3.809
14757,3.809
14758,3.809
14759,3.809
14760,3.809
14761,3.809
14762,3.809
14763,3.809
14764,3.809
14765,3.809
14766,3.809
14767,3.809
14768,3.809
14769,3.809
14770,3.809
14771,3.809
14772,3.809
14773,3.809
14774,3.809
14775,3.809
14776,3.809
14777,3.809
14778,3.809
14779,3.809
14780,3.809
14781,3.809
14782,3.809
14783,3.809
14784,3.809
14785,3.809
14786,3.809
14787,3.809
14788,3.809
14789,3.809
14790,3.809
14791,3.809
14792,3.809
14793,3.809
14794,3.809
14795,3.809
14796,3.809
14797,3.809
14798,3.809
14799,3.809
14800,3.809
14801,3.809
14802,3.809
14803,3.809
14804,3.809
14805,3.809
14806,3.809
14807,3.809
14808,3.809
14809,3.809
14810,3.809
14811,3.809
14812,3.809
14813,3.809
14814,3.809
14815,3.809
14816,3.809
14817,3.809
14818,3.809
14819,3.808
14820,3.808
14821,3.808
14822,3.808
14823,3.808
14824,3.808
14825,3.808
14826,3.808
14827,3.808
14828,3.808
14829,3.808
14830,3.808
14831,3.808
14832,3.808
14833,3.808
14834,3.808
14835,3.808
14836,3.808
14837,3.808
14838,3.808
14839,3.808
14840,3.808
14841,3.808
14842,3.808
14843,3.808
14844,3.808
14845,3.808
14846,3.808
14847,3.808
14848,3.808
14849,3.808
14850,3.808
14851,3.808
14852,3.808
14853,3.808
14854,3.808
14855,3.808
14856,3.808
14857,3.808
14858,3.808
14859,3.808
14860,3.808
14861,3.808
14862,3.808
14863,3.808
14864,3.808
14865,3.808
14866,3.808
14867,3.808
14868,3.808
14869,3.808
14870,3.808
14871,3.808
14872,3.808
14873,3.808
14874,3.808
14875,3.808
14876,3.808
14877,3.808
14878,3.807
14879,3.808
14880,3.807
14881,3.807
14882,3.807
14883,3.807
14884,3.807
14885,3.807
14886,3.807
14887,3.807
14888,3.807
14889,3.807
14890,3.807
14891,3.807
14892,3.807
14893,3.807
14894,3.807
14895,3.807
14896,3.807
14897,3.807
14898,3.807
14899,3.807
14900,3.807
14901,3.807
14902,3.807
14903,3.807
14904,3.806
14905,3.807
14906,3.806
14907,3.807
14908,3.807
14909,3.806
14910,3.807
14911,3.806
14912,3.806
14913,3.806
14914,3.806
14915,3.806
14916,3.806
14917,3.806
14918,3.806
14919,3.806
14920,3.806
14921,3.806
14922,3.806
14923,3.806
14924,3.806
14925,3.806
14926,3.806
14927,3.806
14928,3.806
14929,3.806
14930,3.806
14931,3.806
14932,3.806
14933,3.806
14934,3.806
14935,3.806
14936,3.806
14937,3.806
14938,3.806
14939,3.805
14940,3.805
14941,3.805
14942,3.805
14943,3.805
14944,3.805
14945,3.805
14946,3.805
14947,3.805
14948,3.805
14949,3.805
14950,3.805
14951,3.805
14952,3.805
14953,3.805
14954,3.805
14955,3.805
14956,3.805
14957,3.805
14958,3.805
14959,3.805
14960,3.805
14961,3.805
14962,3.805
14963,3.805
14964,3.805
14965,3.805
14966,3.805
14967,3.805
14968,3.805
14969,3.805
14970,3.805
14971,3.805
14972,3.805
14973,3.805
14974,3.805
14975,3.805
14976,3.805
14977,3.805
14978,3.805
14979,3.805
14980,3.805
14981,3.805
14982,3.805
14983,3.805
14984,3.805
14985,3.805
14986,3.805
14987,3.805
14988,3.805
14989,3.805
14990,3.805
14991,3.805
14992,3.805
14993,3.805
14994,3.805
14995,3.805
14996,3.805
14997,3.805
14998,3.805
14999,3.805
15000,3.805
15001,3.805
15002,3.805
15003,3.805
15004,3.805
15005,3.805
15006,3.805
15007,3.805
15008,3.805
15009,3.805
15010,3.805
15011,3.805
15012,3.805
15013,3.805
15014,3.805
15015,3.805
15016,3.805
15017,3.805
15018,3.805
15019,3.805
15020,3.805
15021,3.805
15022,3.805
15023,3.805
15024,3.805
15025,3.805
15026,3.805
15027,3.805
15028,3.805
15029,3.805
15030,3.805
15031,3.805
15032,3.805
15033,3.805
15034,3.805
15035,3.805
15036,3.805
15037,3.805
15038,3.805
15039,3.805
15040,3.805
15041,3.805
15042,3.805
15043,3.805
15044,3.805
15045,3.805
15046,3.805
15047,3.805
15048,3.805
15049,3.805
15050,3.805
15051,3.805
15052,3.805
15053,3.805
15054,3.805
15055,3.805
15056,3.805
15057,3.805
15058,3.805
15059,3.805
15060,3.805
15061,3.805
15062,3.805
15063,3.805
15064,3.805
15065,3.805
15066,3.805
15067,3.805
15068,3.805
15069,3.805
15070,3.805
15071,3.805
15072,3.805
15073,3.805
15074,3.805
15075,3.805
15076,3.805
15077,3.805
15078,3.805
15079,3.804
15080,3.804
15081,3.805
15082,3.804
15083,3.805
15084,3.804
15085,3.804
15086,3.804
15087,3.804
15088,3.804
15089,3.804
15090,3.804
15091,3.804
15092,3.804
15093,3.804
15094,3.804
15095,3.804
15096,3.804
15097,3.804
15098,3.804
15099,3.804
15100,3.804
15101,3.804
15102,3.804
15103,3.804
15104,3.804
15105,3.804
15106,3.804
15107,3.804
15108,3.804
15109,3.804
15110,3.804
15111,3.804
15112,3.804
15113,3.804
15114,3.804
15115,3.804
15116,3.804
15117,3.804
15118,3.804
15119,3.804
15120,3.804
15121,3.804
15122,3.804
15123,3.804
15124,3.804
15125,3.804
15126,3.804
15127,3.804
15128,3.804
15129,3.804
15130,3.804
15131,3.804
15132,3.804
15133,3.804
15134,3.804
15135,3.804
15136,3.804
15137,3.804
15138,3.804
15139,3.804
15140,3.804
15141,3.804
15142,3.804
15143,3.804
15144,3.804
15145,3.804
15146,3.804
15147,3.803
15148,3.804
15149,3.803
15150,3.803
15151,3.803
15152,3.803
15153,3.803
15154,3.803
15155,3.803
15156,3.803
15157,3.803
15158,3.803
15159,3.803
15160,3.803
15161,3.803
15162,3.803
15163,3.803
15164,3.803
15165,3.803
15166,3.803
15167,3.803
15168,3.803
15169,3.803
15170,3.803
15171,3.802
15172,3.803
15173,3.803
15174,3.802
15175,3.803
15176,3.802
15177,3.802
15178,3.802
15179,3.802
15180,3.802
15181,3.802
15182,3.802
15183,3.802
15184,3.802
15185,3.802
15186,3.802
15187,3.802
15188,3.802
15189,3.802
15190,3.802
15191,3.802
15192,3.802
15193,3.802
15194,3.802
15195,3.802
15196,3.802
15197,3.802
15198,3.802
15199,3.802
15200,3.802
15201,3.802
15202,3.802
15203,3.802
15204,3.802
15205,3.802
15206,3.802
15207,3.802
15208,3.802
15209,3.801
15210,3.801
15211,3.801
15212,3.801
15213,3.801
15214,3.801
15215,3.801
15216,3.801
15217,3.801
15218,3.801
15219,3.801
15220,3.801
15221,3.801
15222,3.801
15223,3.801
15224,3.801
15225,3.801
15226,3.801
15227,3.801
15228,3.801
15229,3.801
15230,3.801
15231,3.801
15232,3.800
15233,3.801
15234,3.801
15235,3.801
15236,3.800
15237,3.800
15238,3.800
15239,3.800
15240,3.800
15241,3.800
15242,3.800
15243,3.800
15244,3.800
15245,3.800
15246,3.800
15247,3.800
15248,3.800
15249,3.800
15250,3.800
15251,3.800
15252,3.800
15253,3.800
15254,3.800
15255,3.800
15256,3.800
15257,3.800
15258,3.800
15259,3.800
15260,3.800
15261,3.800
15262,3.800
15263,3.800
15264,3.800
15265,3.800
15266,3.800
15267,3.800
15268,3.800
15269,3.800
15270,3.800
15271,3.800
15272,3.800
15273,3.800
15274,3.799
15275,3.800
15276,3.799
15277,3.799
15278,3.799
15279,3.799
15280,3.799
15281,3.799
15282,3.799
15283,3.799
15284,3.799
15285,3.799
15286,3.799
15287,3.799
15288,3.799
15289,3.799
15290,3.799
15291,3.799
15292,3.799
15293,3.799
15294,3.799
15295,3.799
15296,3.799
15297,3.799
15298,3.799
15299,3.799
15300,3.799
15301,3.799
15302,3.799
15303,3.799
15304,3.799
15305,3.799
15306,3.799
15307,3.799
15308,3.799
15309,3.799
15310,3.799
15311,3.799
15312,3.799
15313,3.799
15314,3.799
15315,3.799
15316,3.799
15317,3.799
15318,3.799
15319,3.799
15320,3.799
15321,3.799
15322,3.799
15323,3.799
15324,3.799
15325,3.799
15326,3.799
15327,3.799
15328,3.799
15329,3.799
15330,3.799
15331,3.799
15332,3.799
15333,3.799
15334,3.799
15335,3.799
15336,3.799
15337,3.799
15338,3.799
15339,3.799
15340,3.799
15341,3.799
15342,3.799
15343,3.799
15344,3.799
15345,3.799
15346,3.799
15347,3.799
15348,3.799
15349,3.799
15350,3.799
15351,3.799
15352,3.799
15353,3.799
15354,3.799
15355,3.799
15356,3.799
15357,3.799
15358,3.799
15359,3.799
15360,3.799
15361,3.799
15362,3.799
15363,3.799
15364,3.799
15365,3.799
15366,3.799
15367,3.799
15368,3.799
15369,3.799
15370,3.799
15371,3.799
15372,3.799
15373,3.799
15374,3.799
15375,3.799
15376,3.799
15377,3.799
15378,3.799
15379,3.799
15380,3.799
15381,3.799
15382,3.799
15383,3.799
15384,3.799
15385,3.799
15386,3.799
15387,3.799
15388,3.799
15389,3.799
15390,3.799
15391,3.799
15392,3.799
15393,3.799
15394,3.799
15395,3.799
15396,3.799
15397,3.799
15398,3.799
15399,3.799
15400,3.799
15401,3.799
15402,3.799
15403,3.799
15404,3.799
15405,3.799
15406,3.799
15407,3.799
15408,3.799
15409,3.799
15410,3.799
15411,3.799
15412,3.799
15413,3.799
15414,3.799
15415,3.799
15416,3.799
15417,3.799
15418,3.798
15419,3.798
15420,3.798
15421,3.798
15422,3.798
15423,3.798
15424,3.798
15425,3.798
15426,3.798
15427,3.798
15428,3.798
15429,3.798
15430,3.798
15431,3.798
15432,3.798
15433,3.798
15434,3.798
15435,3.798
15436,3.798
15437,3.798
15438,3.798
15439,3.798
15440,3.798
15441,3.798
15442,3.798
15443,3.798
15444,3.798
15445,3.798
15446,3.798
15447,3.798
15448,3.798
15449,3.798
15450,3.798
15451,3.798
15452,3.798
15453,3.798
15454,3.798
15455,3.798
15456,3.798
15457,3.798
15458,3.798
15459,3.798
15460,3.798
15461,3.798
15462,3.798
15463,3.798
15464,3.798
15465,3.798
15466,3.798
15467,3.798
15468,3.798
15469,3.798
15470,3.798
15471,3.798
15472,3.798
15473,3.797
15474,3.798
15475,3.797
15476,3.797
15477,3.797
15478,3.797
15479,3.797
15480,3.797
15481,3.797
15482,3.797
15483,3.797
15484,3.797
15485,3.797
15486,3.797
15487,3.797
15488,3.797
15489,3.797
15490,3.797
15491,3.796
15492,3.797
15493,3.796
15494,3.797
15495,3.797
15496,3.797
15497,3.797
15498,3.797
15499,3.797
15500,3.797
15501,3.797
15502,3.797
15503,3.797
15504,3.797
15505,3.796
15506,3.797
15507,3.796
15508,3.796
15509,3.796
15510,3.796
15511,3.796
15512,3.796
15513,3.796
15514,3.796
15515,3.796
15516,3.796
15517,3.796
15518,3.796
15519,3.796
15520,3.795
15521,3.795
15522,3.796
15523,3.796
15524,3.796
15525,3.796
15526,3.795
15527,3.795
15528,3.795
15529,3.795
15530,3.795
15531,3.795
15532,3.795
15533,3.795
15534,3.795
15535,3.795
15536,3.795
15537,3.795
15538,3.795
15539,3.795
15540,3.795
15541,3.795
15542,3.795
15543,3.795
15544,3.795
15545,3.795
15546,3.795
15547,3.795
15548,3.795
15549,3.795
15550,3.795
15551,3.795
15552,3.795
15553,3.795
15554,3.795
15555,3.795
15556,3.795
15557,3.795
15558,3.795
15559,3.795
15560,3.795
15561,3.795
15562,3.795
15563,3.795
15564,3.795
15565,3.795
15566,3.795
15567,3.795
15568,3.795
15569,3.794
15570,3.794
15571,3.795
15572,3.795
15573,3.795
15574,3.795
15575,3.794
15576,3.794
15577,3.795
15578,3.795
15579,3.795
15580,3.794
15581,3.794
15582,3.794
15583,3.795
15584,3.794
15585,3.794
15586,3.794
15587,3.794
15588,3.794
15589,3.794
15590,3.794
15591,3.794
15592,3.794
15593,3.794
15594,3.794
15595,3.794
15596,3.794
15597,3.794
15598,3.794
15599,3.794
15600,3.794
15601,3.794
15602,3.794
15603,3.794
15604,3.794
15605,3.794
15606,3.794
15607,3.794
15608,3.794
15609,3.794
15610,3.794
15611,3.794
15612,3.794
15613,3.794
15614,3.794
15615,3.794
15616,3.794
15617,3.794
15618,3.794
15619,3.794
15620,3.794
15621,3.794
15622,3.794
15623,3.794
15624,3.794
15625,3.794
15626,3.794
15627,3.794
15628,3.794
15629,3.794
15630,3.794
15631,3.794
15632,3.794
15633,3.794
15634,3.794
15635,3.794
15636,3.794
15637,3.794
15638,3.794
15639,3.794
15640,3.794
15641,3.794
15642,3.794
15643,3.794
15644,3.794
15645,3.794
15646,3.794
15647,3.794
15648,3.794
15649,3.794
15650,3.794
15651,3.794
